Member id,SEC,FEH,MT,SEX,AGE,EDU,HS,CHILD,CS,Affluence Index,No. of Brands,Brand Runs,Total Volume,No. of  Trans,Value,Trans / Brand Runs,Vol/Tran,Avg. Price ,Pur Vol No Promo - %,Pur Vol Promo 6 %,Pur Vol Other Promo %,"Br. Cd. 57, 144",Br. Cd. 55,Br. Cd. 272,Br. Cd. 286,Br. Cd. 24,Br. Cd. 481,Br. Cd. 352,Br. Cd. 5,Others 999,Pr Cat 1,Pr Cat 2,Pr Cat 3,Pr Cat 4,PropCat 5,PropCat 6,PropCat 7,PropCat 8,PropCat 9,PropCat 10,PropCat 11,PropCat 12,PropCat 13,PropCat 14,PropCat 15
1065040,4,3,10,1,3,5,5,2,2,15,4,22,7115,34,546.5,1.55,209.26,7.68,100.00%,0.00%,0.00%,0.00%,52.70%,0.00%,0.00%,0.00%,0.00%,1.40%,2.10%,43.80%,9.80%,12.20%,74.50%,3.50%,7.40%,28.80%,1.40%,1.10%,2.80%,0.00%,1.10%,0.00%,0.00%,56.20%,1.30%
1065080,4,3,10,2,2,5,4,2,2,13,2,7,9675,25,831,3.57,387,8.59,59.70%,37.20%,3.10%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.60%,98.40%,16.30%,0.00%,0.00%,83.70%,96.10%,1.60%,0.80%,1.60%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
1065100,3,3,10,2,3,5,4,2,2,17,7,22,9175,33,1037,1.5,278.03,11.3,98.40%,1.60%,0.00%,26.20%,0.00%,4.90%,19.60%,0.00%,0.80%,6.50%,2.50%,39.50%,18.50%,80.40%,0.00%,1.10%,61.00%,4.90%,26.70%,4.90%,0.00%,0.00%,0.80%,0.00%,0.00%,0.00%,1.60%
1065160,2,1,4,1,3,5,3,4,1,20,4,9,9325,25,1174.5,2.78,373,12.6,78.80%,19.60%,1.60%,5.60%,0.00%,45.00%,0.00%,0.00%,0.00%,38.60%,0.00%,10.70%,8.80%,86.90%,0.00%,4.30%,9.90%,0.00%,38.60%,51.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
1065340,4,0,0,0,2,0,0,5,0,0,2,2,300,2,34,1,150,11.33,100.00%,0.00%,0.00%,66.70%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,33.30%,33.30%,66.70%,0.00%,0.00%,66.70%,0.00%,0.00%,0.00%,33.30%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
1065370,4,1,10,2,2,1,4,2,1,4,2,5,1200,5,128,1,240,10.67,100.00%,0.00%,0.00%,66.70%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,33.30%,0.00%,100.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
1065450,3,0,0,0,2,0,0,5,0,0,1,2,5250,10,297.5,5,525,5.67,88.60%,0.00%,11.40%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%
1065510,4,1,4,2,3,5,5,2,2,12,2,19,11875,44,934,2.32,269.89,7.87,82.30%,3.40%,14.30%,0.00%,66.90%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,33.10%,24.60%,8.40%,66.90%,0.00%,4.00%,4.20%,1.30%,0.80%,22.70%,0.00%,0.00%,0.00%,0.00%,66.90%,0.00%
1065600,4,3,10,1,2,4,5,3,1,10,3,19,12085,58,1381.55,3.05,208.36,11.43,85.30%,5.60%,9.10%,28.10%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,11.80%,60.10%,14.70%,85.30%,0.00%,0.00%,79.60%,16.80%,1.20%,0.00%,0.00%,0.00%,0.00%,0.00%,1.00%,0.00%,1.30%
1065650,3,1,10,2,3,5,5,2,1,15,4,17,10865,58,1173.5,3.41,187.33,10.8,88.80%,5.20%,6.00%,0.00%,26.20%,6.90%,0.90%,0.00%,0.00%,0.00%,0.00%,65.90%,57.70%,12.40%,26.20%,3.70%,4.60%,2.10%,44.50%,8.70%,13.80%,0.00%,0.00%,0.00%,0.00%,26.20%,0.00%
1065660,2,3,10,2,2,7,4,3,1,19,4,15,9200,32,1792,2.13,287.5,19.48,83.70%,11.40%,4.90%,62.00%,0.00%,0.00%,0.00%,22.00%,0.00%,0.00%,1.60%,14.40%,81.30%,16.30%,0.00%,2.40%,72.30%,1.60%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,26.10%,0.00%,0.00%
1065710,4,3,10,2,2,4,5,2,1,10,2,7,4400,13,276.5,1.86,338.46,6.28,100.00%,0.00%,0.00%,0.00%,88.60%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,11.40%,4.50%,6.80%,88.60%,0.00%,0.00%,6.80%,0.00%,0.00%,4.50%,0.00%,0.00%,0.00%,0.00%,88.60%,0.00%
1065780,3,3,10,2,3,4,5,2,1,12,3,11,7850,16,984,1.45,490.63,12.54,90.40%,7.60%,1.90%,0.00%,0.00%,0.00%,15.30%,0.00%,24.80%,0.00%,0.00%,59.90%,1.90%,89.50%,0.00%,8.60%,23.90%,6.70%,0.00%,0.00%,0.00%,0.00%,69.40%,0.00%,0.00%,0.00%,0.00%
1070040,4,1,4,2,1,3,15,1,2,15,6,21,28925,36,2026.5,1.71,803.47,7.01,76.10%,17.60%,6.20%,0.00%,56.00%,0.80%,0.00%,0.30%,0.80%,0.00%,0.30%,41.90%,0.80%,26.60%,56.00%,16.60%,32.00%,1.30%,2.10%,0.80%,0.00%,0.00%,0.80%,0.30%,0.30%,56.00%,6.60%
1070070,3,3,10,2,2,5,5,1,1,18,4,15,17525,27,1232.5,1.8,649.07,7.03,83.50%,14.80%,1.70%,4.00%,54.80%,0.00%,3.40%,0.00%,0.00%,0.00%,0.00%,37.80%,2.10%,10.00%,54.80%,33.10%,42.70%,2.60%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,54.80%,0.00%
1070140,4,3,10,2,4,1,4,4,1,5,2,4,22675,26,1300,6.5,872.12,5.73,85.40%,0.00%,14.60%,0.00%,96.60%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.40%,0.80%,0.00%,99.20%,0.00%,0.00%,0.00%,0.30%,0.00%,0.40%,0.00%,0.00%,0.00%,0.00%,99.20%,0.00%
1070270,3,2,10,2,4,4,5,4,1,15,3,15,35250,41,4698.5,2.73,859.76,13.33,94.30%,0.00%,5.70%,87.70%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.10%,11.30%,37.00%,63.00%,0.00%,0.00%,91.10%,1.10%,0.00%,0.00%,6.80%,0.00%,0.00%,1.10%,0.00%,0.00%,0.00%
1070300,1,3,10,2,4,4,7,1,1,34,5,29,20525,41,2457.5,1.41,500.61,11.97,93.40%,6.60%,0.00%,9.70%,0.00%,0.00%,0.00%,0.70%,2.20%,0.00%,1.50%,85.90%,13.20%,79.50%,0.00%,7.30%,23.60%,63.20%,5.50%,0.00%,1.90%,0.00%,2.20%,2.80%,0.70%,0.00%,0.00%
1070310,4,3,10,2,4,1,6,1,1,10,3,7,26475,26,2810.5,3.71,1018.27,10.62,90.90%,0.00%,9.10%,72.90%,0.00%,0.00%,0.00%,0.00%,0.00%,2.30%,0.00%,24.80%,1.00%,99.00%,0.00%,0.00%,96.70%,0.00%,2.30%,0.00%,0.80%,0.30%,0.00%,0.00%,0.00%,0.00%,0.00%
1070330,2,3,10,2,4,4,6,1,1,14,4,21,12350,35,1453,1.67,352.86,11.77,93.90%,3.60%,2.40%,0.00%,14.60%,34.00%,21.10%,0.00%,0.00%,0.00%,0.00%,30.40%,16.40%,60.90%,14.60%,8.10%,32.80%,0.00%,3.60%,42.90%,4.00%,0.00%,0.00%,1.40%,0.00%,14.60%,0.60%
1070420,3,3,10,2,4,4,5,4,2,16,2,14,30925,48,3281,3.43,644.27,10.61,91.80%,3.60%,4.60%,0.00%,0.00%,0.00%,0.00%,0.00%,0.50%,0.00%,0.00%,99.50%,26.70%,67.20%,0.30%,5.80%,73.50%,0.00%,0.00%,0.50%,24.30%,0.00%,0.50%,1.00%,0.00%,0.30%,0.00%
1070500,4,3,3,2,4,4,2,4,1,28,2,14,6825,40,748.5,2.86,170.63,10.97,100.00%,0.00%,0.00%,0.00%,22.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,78.00%,9.50%,64.10%,26.40%,0.00%,2.20%,1.50%,58.20%,0.00%,7.30%,0.00%,0.00%,0.00%,4.40%,26.40%,0.00%
1070600,4,3,10,2,4,1,4,4,0,11,7,21,20175,52,2193.5,2.48,387.98,10.87,84.10%,0.00%,15.90%,56.50%,5.20%,0.00%,7.40%,0.70%,1.10%,0.00%,0.70%,28.30%,14.90%,79.90%,5.20%,0.00%,78.80%,0.70%,0.00%,0.40%,11.90%,0.40%,1.10%,0.70%,0.70%,5.20%,0.00%
1070660,4,3,17,2,4,3,5,4,1,10,2,10,13975,42,1527.5,4.2,332.74,10.93,95.20%,3.20%,1.60%,0.00%,0.00%,0.00%,0.00%,0.00%,1.10%,0.00%,0.00%,98.90%,24.00%,76.00%,0.00%,0.00%,73.30%,0.00%,24.00%,0.00%,0.00%,0.00%,1.10%,0.00%,0.00%,0.00%,1.60%
1070670,3,3,10,2,3,5,7,4,2,7,5,19,14750,39,1222.75,2.05,378.21,8.29,90.20%,9.80%,0.00%,7.50%,0.00%,0.50%,0.70%,0.00%,0.00%,0.00%,0.50%,90.80%,4.90%,15.10%,0.00%,80.00%,90.70%,2.90%,0.00%,4.60%,1.40%,0.00%,0.00%,0.00%,0.00%,0.00%,0.50%
1070790,4,3,17,2,1,7,2,4,1,17,5,17,7750,29,1046.5,1.71,267.24,13.5,92.30%,7.70%,0.00%,2.60%,0.00%,30.00%,0.00%,0.00%,3.90%,3.90%,0.00%,59.70%,12.30%,80.00%,0.00%,7.70%,10.30%,41.60%,3.90%,38.70%,0.00%,0.00%,3.90%,0.00%,1.60%,0.00%,0.00%
1070880,2,3,10,2,4,4,6,1,1,14,3,11,5700,16,736,1.45,356.25,12.91,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,34.20%,0.00%,1.30%,64.50%,12.70%,87.30%,0.00%,0.00%,17.50%,32.90%,0.00%,10.50%,3.50%,0.00%,34.20%,1.30%,0.00%,0.00%,0.00%
1070980,3,3,10,2,4,3,4,4,2,14,2,2,10275,24,580,12,428.13,5.64,100.00%,0.00%,0.00%,0.00%,97.80%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2.20%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%
1071010,4,3,10,2,4,3,4,4,1,18,5,15,25100,48,2770,3.2,522.92,11.04,91.60%,8.40%,0.00%,4.00%,28.10%,7.80%,0.00%,0.00%,47.50%,0.00%,0.00%,12.60%,0.00%,68.10%,31.30%,0.60%,8.40%,6.10%,0.00%,8.40%,0.00%,0.00%,47.50%,0.00%,0.00%,29.70%,0.00%
1071090,3,3,10,2,4,4,3,4,1,15,4,19,12275,33,1352,1.74,371.97,11.01,81.30%,4.90%,13.80%,47.30%,0.00%,0.00%,26.90%,0.60%,0.00%,0.00%,0.00%,25.30%,6.30%,93.70%,0.00%,0.00%,94.90%,0.00%,0.00%,0.00%,3.30%,0.00%,0.60%,0.00%,0.60%,0.00%,0.60%
1071120,2,3,6,2,4,4,7,3,1,17,2,2,26200,24,2745,12,1091.67,10.48,95.40%,4.60%,0.00%,0.00%,0.00%,0.00%,95.40%,0.00%,0.00%,0.00%,0.00%,4.60%,0.00%,100.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
1071340,3,3,10,2,4,5,3,4,1,10,2,5,11700,24,753,4.8,487.5,6.44,91.00%,0.00%,9.00%,0.00%,85.90%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,14.10%,0.90%,13.20%,85.90%,0.00%,0.00%,13.20%,0.00%,0.00%,0.90%,0.00%,0.00%,0.00%,0.00%,85.90%,0.00%
1071460,1,1,4,2,4,7,6,4,1,25,2,3,26450,69,1935.5,23,383.33,7.32,100.00%,0.00%,0.00%,0.00%,66.40%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,33.60%,8.70%,25.00%,66.40%,0.00%,0.00%,25.00%,0.00%,0.00%,8.70%,0.00%,0.00%,0.00%,0.00%,66.40%,0.00%
1071500,4,3,10,2,4,4,3,4,1,21,2,15,11875,32,1291.75,2.13,371.09,10.88,92.40%,7.60%,0.00%,29.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,70.50%,29.50%,70.50%,0.00%,0.00%,70.50%,0.00%,0.00%,0.00%,29.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
1071560,3,3,10,2,2,5,5,3,1,21,3,10,8450,43,955.5,4.3,196.51,11.31,100.00%,0.00%,0.00%,20.10%,0.00%,3.60%,0.00%,0.00%,0.00%,0.00%,0.00%,76.30%,10.10%,89.90%,0.00%,0.00%,24.90%,61.50%,0.00%,13.60%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
1071640,2,3,10,2,4,5,7,4,1,27,2,17,20300,34,2116,2,597.06,10.42,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,14.30%,0.00%,0.00%,0.00%,0.00%,85.70%,8.60%,91.40%,0.00%,0.00%,92.10%,0.00%,0.00%,0.00%,7.90%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
1071780,3,1,15,2,4,4,5,1,1,17,3,22,12325,56,1581,2.55,220.09,12.83,94.50%,5.50%,0.00%,0.00%,0.00%,0.00%,0.00%,4.30%,0.00%,11.40%,0.00%,84.40%,12.40%,87.60%,0.00%,0.00%,0.00%,42.20%,45.40%,0.00%,0.00%,2.40%,0.00%,3.70%,6.30%,0.00%,0.00%
1071800,2,3,10,2,4,4,4,1,1,20,4,32,6825,41,870.5,1.28,166.46,12.75,76.90%,23.10%,0.00%,15.40%,0.00%,0.00%,0.00%,3.30%,0.00%,0.00%,1.10%,80.20%,39.60%,45.10%,2.20%,13.20%,57.50%,4.40%,4.40%,2.90%,16.10%,4.80%,0.00%,4.40%,3.30%,2.20%,0.00%
1071840,1,2,10,2,4,5,9,2,1,12,7,39,20100,69,2426.75,1.77,291.3,12.07,90.80%,3.00%,6.20%,4.50%,12.70%,7.80%,28.90%,1.10%,0.00%,0.00%,13.10%,32.00%,32.80%,54.50%,12.70%,0.00%,44.20%,18.00%,6.70%,10.60%,6.00%,0.00%,0.00%,0.70%,1.10%,12.70%,0.00%
1071910,2,1,4,2,4,7,7,2,1,35,3,5,14100,24,1485,4.8,587.5,10.53,100.00%,0.00%,0.00%,89.40%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2.10%,8.50%,2.10%,93.60%,0.00%,4.30%,97.90%,2.10%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
1075060,4,3,10,2,4,4,9,2,1,9,3,15,22350,38,1676.5,2.53,588.16,7.5,86.10%,11.60%,2.20%,8.10%,8.70%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,83.20%,7.20%,8.10%,9.60%,75.20%,86.80%,0.00%,0.00%,0.00%,3.60%,0.00%,0.00%,0.00%,0.00%,9.60%,0.00%
1075130,4,3,10,2,4,4,6,2,1,14,4,24,19600,40,1836,1.67,490,9.37,91.70%,5.70%,2.60%,4.10%,2.30%,0.00%,0.00%,0.00%,19.50%,0.00%,0.00%,74.10%,24.90%,29.70%,23.00%,22.40%,42.70%,1.50%,0.00%,0.00%,13.30%,0.00%,19.50%,0.00%,0.00%,23.00%,0.00%
1075200,3,1,4,2,3,5,6,2,1,20,2,8,34125,27,3650,3.38,1263.89,10.7,100.00%,0.00%,0.00%,54.10%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,45.90%,6.40%,93.60%,0.00%,0.00%,99.10%,0.00%,0.00%,0.00%,0.90%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
1075220,2,1,4,2,3,5,4,4,1,19,3,28,11825,32,1601.25,1.14,369.53,13.54,72.30%,22.20%,5.50%,14.00%,0.00%,0.00%,0.00%,0.00%,0.00%,9.30%,0.00%,76.70%,62.80%,37.20%,0.00%,0.00%,49.90%,2.50%,15.60%,6.30%,11.00%,14.60%,0.00%,0.00%,0.00%,0.00%,0.00%
1075280,4,3,5,2,3,4,5,4,1,10,1,11,14300,38,1174,3.45,376.32,8.21,85.30%,14.70%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,8.20%,17.00%,0.00%,74.80%,82.50%,17.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
1075350,1,1,5,2,4,1,7,2,1,34,7,31,21175,58,3238.5,1.87,365.09,15.29,93.30%,6.70%,0.00%,5.70%,0.70%,0.00%,4.70%,1.40%,8.50%,0.00%,8.50%,70.50%,62.10%,37.20%,0.70%,0.00%,21.70%,37.20%,10.60%,5.90%,7.10%,4.30%,8.50%,2.60%,1.40%,0.70%,0.00%
1075400,4,0,0,0,3,0,0,5,0,0,1,1,900,3,94.5,3,300,10.5,100.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
1075420,3,1,4,2,4,3,3,4,1,15,2,10,10850,29,1168.5,2.9,374.14,10.77,100.00%,0.00%,0.00%,65.70%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,34.30%,11.30%,65.70%,0.00%,23.00%,93.50%,5.50%,0.00%,0.00%,0.90%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
1075520,4,3,10,2,3,3,4,4,1,12,5,15,16550,31,1655.5,2.07,533.87,10,95.80%,0.00%,4.20%,6.30%,38.10%,0.00%,28.40%,0.00%,0.00%,3.00%,0.00%,24.20%,19.00%,39.30%,39.90%,1.80%,51.10%,4.20%,3.00%,1.80%,0.00%,0.00%,0.00%,0.00%,0.00%,39.90%,0.00%
1075610,2,3,14,2,3,5,5,2,1,31,5,23,7825,33,861.5,1.43,237.12,11.01,100.00%,0.00%,0.00%,24.30%,11.50%,5.80%,6.40%,0.00%,0.00%,0.00%,0.00%,52.10%,25.60%,55.30%,11.50%,7.70%,41.90%,1.90%,28.80%,9.60%,6.40%,0.00%,0.00%,0.00%,0.00%,11.50%,0.00%
1075630,4,3,10,2,4,4,5,1,1,27,7,33,12925,62,1392.5,1.88,208.47,10.77,93.00%,4.10%,2.90%,22.40%,33.70%,1.20%,4.60%,5.20%,0.00%,7.00%,0.00%,25.90%,16.80%,48.70%,33.70%,0.80%,35.60%,4.10%,15.10%,2.30%,0.00%,0.00%,0.00%,4.10%,5.20%,33.70%,0.00%
1075690,4,3,10,2,4,1,4,4,1,11,7,20,6375,29,697.5,1.45,219.83,10.94,80.80%,14.50%,4.70%,24.30%,7.10%,4.70%,14.10%,0.00%,10.60%,1.60%,0.00%,37.60%,9.40%,62.40%,11.80%,16.50%,69.00%,0.00%,1.60%,7.10%,0.00%,0.00%,10.60%,0.00%,0.00%,11.80%,0.00%
1075730,3,3,10,2,3,5,5,2,1,22,3,16,15875,49,2417,3.06,323.98,15.23,87.70%,6.60%,5.70%,20.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,8.00%,71.50%,82.80%,17.20%,0.00%,0.00%,37.00%,9.40%,43.50%,0.00%,0.00%,10.10%,0.00%,0.00%,0.00%,0.00%,0.00%
1077110,2,1,10,1,4,5,3,4,2,16,3,7,11125,22,1196.5,3.14,505.68,10.76,95.50%,0.00%,4.50%,80.00%,0.00%,0.00%,0.00%,0.00%,4.00%,0.00%,0.00%,16.00%,0.90%,99.10%,0.00%,0.00%,95.10%,0.00%,0.00%,0.90%,0.00%,0.00%,4.00%,0.00%,0.00%,0.00%,0.00%
1077200,4,3,10,2,4,1,2,4,1,7,2,6,11100,48,1273,8,231.25,11.47,100.00%,0.00%,0.00%,55.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,45.00%,39.60%,60.40%,0.00%,0.00%,60.40%,0.00%,0.00%,0.00%,39.60%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
1077300,4,3,10,2,4,2,9,1,1,5,3,10,22600,25,1747,2.5,904,7.73,100.00%,0.00%,0.00%,21.20%,19.90%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,58.80%,0.00%,25.20%,19.90%,54.90%,80.10%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,19.90%,0.00%
1077390,3,3,10,2,3,4,7,2,1,16,2,15,30375,26,2389,1.73,1168.27,7.87,89.10%,0.00%,10.90%,0.00%,24.70%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,75.30%,0.00%,40.20%,42.50%,17.40%,51.40%,21.70%,0.00%,2.20%,0.00%,0.00%,0.00%,0.00%,0.00%,24.70%,0.00%
1077480,4,3,10,2,3,5,5,2,1,18,2,4,9200,19,691,4.75,484.21,7.51,100.00%,0.00%,0.00%,4.30%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,95.70%,2.20%,14.10%,0.00%,83.70%,97.80%,0.00%,0.00%,0.00%,2.20%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
1077500,3,3,10,2,3,4,2,4,1,13,1,1,7650,17,433.5,17,450,5.67,100.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%
1077570,4,3,10,2,4,4,3,4,1,13,3,16,7775,18,988,1.13,431.94,12.71,92.30%,1.90%,5.80%,22.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.90%,75.60%,25.70%,74.30%,0.00%,0.00%,80.10%,3.90%,0.00%,0.00%,2.60%,13.50%,0.00%,0.00%,0.00%,0.00%,0.00%
1080020,2,0,0,0,2,0,0,5,0,0,3,9,7000,22,566,2.44,318.18,8.09,100.00%,0.00%,0.00%,10.00%,21.40%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,68.60%,6.80%,20.40%,21.40%,51.40%,61.40%,11.40%,4.30%,0.00%,1.40%,0.00%,0.00%,0.00%,0.00%,21.40%,0.00%
1080080,4,3,10,2,4,4,6,2,1,11,3,15,22500,27,2357.5,1.8,833.33,10.48,100.00%,0.00%,0.00%,14.40%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.30%,82.20%,5.30%,94.70%,0.00%,0.00%,45.10%,46.90%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,8.00%
1080180,2,3,10,1,4,1,6,1,1,13,4,10,13100,42,1368.25,4.2,311.9,10.44,94.30%,0.00%,5.70%,26.70%,38.90%,0.00%,0.00%,0.00%,0.00%,0.00%,20.60%,13.70%,22.30%,38.70%,38.90%,0.00%,28.40%,30.90%,0.00%,0.00%,0.00%,0.00%,0.00%,1.70%,0.00%,38.90%,0.00%
1080220,1,3,10,2,4,4,5,4,1,29,6,23,19225,56,2292,2.43,343.3,11.92,86.00%,9.10%,4.90%,25.60%,0.00%,0.00%,3.10%,0.00%,14.00%,15.10%,1.60%,40.60%,41.00%,49.70%,0.00%,9.40%,42.30%,1.60%,15.10%,0.00%,23.90%,3.10%,14.00%,0.00%,0.00%,0.00%,0.00%
1080230,4,3,10,2,4,3,4,4,0,10,3,11,12325,27,1449,2.45,456.48,11.76,99.20%,0.00%,0.80%,66.70%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2.40%,30.80%,14.00%,86.00%,0.00%,0.00%,95.10%,2.40%,0.00%,0.00%,0.00%,2.40%,0.00%,0.00%,0.00%,0.00%,0.00%
1080250,3,3,10,2,4,5,1,4,1,21,3,14,5300,20,580.5,1.43,265,10.95,87.30%,4.20%,8.50%,0.00%,0.00%,0.00%,18.90%,0.00%,4.20%,0.00%,0.00%,76.90%,17.00%,25.00%,0.00%,58.00%,50.50%,0.00%,0.00%,45.30%,0.00%,0.00%,4.20%,0.00%,0.00%,0.00%,0.00%
1080330,4,3,10,2,2,3,6,1,1,10,6,39,11775,56,1312.75,1.44,210.27,11.15,75.80%,22.90%,1.30%,5.10%,2.50%,1.90%,11.90%,0.00%,3.80%,0.00%,0.00%,74.70%,32.70%,45.60%,7.60%,14.00%,58.60%,5.70%,0.60%,13.40%,0.80%,0.00%,3.80%,2.50%,0.00%,2.50%,11.90%
1080380,3,3,5,1,2,1,2,4,1,15,3,7,17750,29,1936.5,4.14,612.07,10.91,96.60%,0.00%,3.40%,59.20%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.30%,39.60%,5.90%,94.10%,0.00%,0.00%,94.10%,1.30%,2.50%,0.00%,1.70%,0.00%,0.00%,0.40%,0.00%,0.00%,0.00%
1080390,4,3,10,2,4,4,4,4,1,17,4,18,27400,35,2804.5,1.94,782.86,10.24,93.60%,1.50%,4.90%,2.20%,12.60%,0.00%,0.00%,0.00%,0.00%,0.00%,2.20%,83.00%,9.10%,53.90%,16.10%,20.80%,37.60%,46.30%,0.00%,0.00%,1.10%,0.00%,0.00%,0.00%,0.00%,15.10%,0.00%
1080470,2,0,0,0,4,0,0,5,0,0,1,12,2850,20,446,1.67,142.5,15.65,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,68.40%,0.00%,31.60%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
1080570,4,3,17,2,3,2,5,2,1,12,3,11,13100,26,1307,2.36,503.85,9.98,100.00%,0.00%,0.00%,50.40%,13.70%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,35.90%,1.10%,85.10%,13.70%,0.00%,81.30%,3.80%,0.00%,0.00%,0.00%,1.10%,0.00%,0.00%,0.00%,13.70%,0.00%
1080590,3,3,10,2,4,5,3,4,0,16,4,18,6400,44,1072,2.44,145.45,16.75,79.70%,18.80%,1.60%,39.80%,0.00%,0.00%,4.70%,0.00%,3.50%,0.00%,0.00%,52.00%,76.60%,23.40%,0.00%,0.00%,51.60%,0.00%,1.20%,7.00%,35.50%,0.00%,3.50%,0.00%,0.00%,0.00%,1.20%
1080690,4,3,10,2,4,0,5,2,1,10,6,12,12455,29,915.9,2.42,429.48,7.35,97.60%,2.40%,0.00%,3.80%,68.60%,1.80%,9.60%,1.20%,0.00%,0.00%,0.00%,14.90%,1.80%,29.50%,68.60%,0.00%,21.90%,3.20%,1.20%,1.80%,0.00%,0.00%,0.00%,0.00%,1.20%,68.60%,2.00%
1080750,3,3,10,2,4,5,5,2,1,11,7,21,10750,54,1989.5,2.57,199.07,18.51,96.50%,0.00%,3.50%,5.60%,0.00%,2.80%,7.40%,38.40%,7.70%,0.00%,13.30%,24.90%,62.10%,37.90%,0.00%,0.00%,19.10%,13.30%,2.80%,2.80%,1.90%,0.00%,7.70%,0.00%,44.20%,0.00%,8.40%
